station,latitude,longitude,numDocks,timestamp,year,month,day,hour,weekday,weekhour,isHoliday,windMaxSpeed.m.s,windMeanSpeed.m.s,windDirection.grades,temperature.C,relHumidity.HR,airPressure.mb,precipitation.l.m2,bikes_3h_ago,full_profile_3h_diff_bikes,full_profile_bikes,short_profile_3h_diff_bikes,short_profile_bikes,bikes,Id
7,39.474715,-0.37932,20,1399003200.0,2014,5,2,6,Friday,101,0,0.6,0.4,94.0,17.4,55.0,1002.0,0.0,2.0,5.25807230369968,5.257813442741639,4.687964338781581,4.68647845468054,2.0,198150
7,39.474715,-0.37932,20,1399006800.0,2014,5,2,7,Friday,102,0,2.0,0.3,234.0,16.9,57.0,1003.0,0.0,0.0,5.25775497887749,5.25755656108597,4.68647845468054,4.687964338781581,1.0,198151
7,39.474715,-0.37932,20,1399010400.0,2014,5,2,8,Friday,103,0,3.1,0.9,301.0,17.1,57.0,1003.0,0.0,0.0,5.25743769235411,5.25723938223938,4.6849925705795,4.687964338781581,0.0,198152
7,39.474715,-0.37932,20,1399014000.0,2014,5,2,9,Friday,104,0,3.7,0.6,301.0,18.5,51.0,1003.0,0.0,2.0,5.25724112961622,5.25704289075225,4.68647845468054,4.68945022288262,2.0,198153
7,39.474715,-0.37932,20,1399017600.0,2014,5,2,10,Friday,105,0,6.7,2.2,315.0,19.5,46.0,1003.0,0.0,1.0,5.25698425149339,5.2568464229702005,4.687964338781581,4.687964338781581,2.0,198154
7,39.474715,-0.37932,20,1399021200.0,2014,5,2,11,Friday,106,0,10.2,3.2,234.0,21.0,31.0,1003.0,0.0,0.0,5.2566670689031,5.25677061342662,4.687964338781581,4.687964338781581,4.0,198155
7,39.474715,-0.37932,20,1399024800.0,2014,5,2,12,Friday,107,0,11.2,3.6,297.0,23.0,26.0,1003.0,0.0,2.0,5.25647058823529,5.257056694813031,4.68945022288262,4.699851411589901,10.0,198156
7,39.474715,-0.37932,20,1399028400.0,2014,5,2,13,Friday,108,0,7.3,2.3,15.0,23.6,28.0,1002.0,0.0,2.0,5.25627413127413,5.2573427416923,4.687964338781581,4.71322436849926,10.0,198157
7,39.474715,-0.37932,20,1399032000.0,2014,5,2,14,Friday,109,0,7.0,1.5,122.0,23.9,29.0,1002.0,0.0,4.0,5.25619834710744,5.2572066095766505,4.687964338781581,4.7147102526003,3.0,198158
7,39.474715,-0.37932,20,1399035600.0,2014,5,2,15,Friday,110,0,7.9,2.8,135.0,23.1,31.0,1001.0,0.0,10.0,5.25648449752684,5.25688958572032,4.699851411589901,4.71322436849926,0.0,198159
7,39.474715,-0.37932,20,1399039200.0,2014,5,2,16,Friday,111,0,10.9,5.6,132.0,21.2,35.0,1001.0,0.0,10.0,5.25677061342662,5.256632899179929,4.71322436849926,4.71173848439822,1.0,198160
7,39.474715,-0.37932,20,1399042800.0,2014,5,2,17,Friday,112,0,11.7,7.9,139.0,20.7,35.0,1001.0,0.0,3.0,5.256634499396861,5.2564365390412995,4.7147102526003,4.71173848439822,2.0,198161
7,39.474715,-0.37932,20,1399046400.0,2014,5,2,18,Friday,113,0,10.1,5.2,143.0,20.4,44.0,1001.0,0.0,0.0,5.2563174718050805,5.25624020258049,4.71322436849926,4.71025260029718,2.0,198162
7,39.474715,-0.37932,20,1399050000.0,2014,5,2,19,Friday,114,0,9.9,6.0,146.0,19.6,49.0,1002.0,0.0,1.0,5.256060788807139,5.25604388979321,4.71173848439822,4.7087667161961395,2.0,198163
7,39.474715,-0.37932,20,1399053600.0,2014,5,2,20,Friday,115,0,7.8,3.8,154.0,18.7,53.0,1002.0,0.0,2.0,5.25586443948622,5.255907885218231,4.71173848439822,4.71322436849926,3.0,198164
7,39.474715,-0.37932,20,1399057200.0,2014,5,2,21,Friday,116,0,4.0,1.2,174.0,18.3,52.0,1003.0,0.0,2.0,5.25566811384467,5.25571161613117,4.71025260029718,4.71619613670134,2.0,198165
7,39.474715,-0.37932,20,1399060800.0,2014,5,2,22,Friday,117,0,6.1,2.3,256.0,19.0,41.0,1004.0,0.0,2.0,5.2554718118782,5.2556962025316505,4.7087667161961395,4.72065378900446,5.0,198166
7,39.474715,-0.37932,20,1399064400.0,2014,5,2,23,Friday,118,0,10.2,3.8,246.0,19.3,36.0,1004.0,0.0,3.0,5.25533582539491,5.255680790790191,4.71322436849926,4.71916790490342,5.0,198167
7,39.474715,-0.37932,20,1399068000.0,2014,5,3,0,Saturday,119,0,19.1,8.2,235.0,18.5,33.0,1004.0,0.0,2.0,5.25513956713089,5.25566538090646,4.71619613670134,4.7147102526003,5.0,198168
7,39.474715,-0.37932,20,1399071600.0,2014,5,3,1,Saturday,120,0,13.9,5.2,254.0,17.5,35.0,1004.0,0.0,5.0,5.25512418615867,5.25558970650274,4.72065378900446,4.7147102526003,4.0,198169
7,39.474715,-0.37932,20,1399075200.0,2014,5,3,2,Saturday,121,0,8.0,2.6,278.0,16.6,37.0,1004.0,0.0,5.0,5.255108807040809,5.2553935157285805,4.71916790490342,4.71173848439822,2.0,198170
7,39.474715,-0.37932,20,1399078800.0,2014,5,3,3,Saturday,122,0,7.0,3.5,321.0,16.0,39.0,1004.0,0.0,5.0,5.255093429776969,5.255137089484781,4.7147102526003,4.71025260029718,1.0,198171
7,39.474715,-0.37932,20,1399082400.0,2014,5,3,4,Saturday,123,0,7.5,3.8,322.0,15.6,40.0,1003.0,0.0,4.0,5.25501778072449,5.25500120510967,4.7147102526003,4.71173848439822,3.0,198172
7,39.474715,-0.37932,20,1399086000.0,2014,5,3,5,Saturday,124,0,8.3,4.0,318.0,15.4,40.0,1003.0,0.0,2.0,5.25482160077146,5.25486533710912,4.71173848439822,4.71619613670134,3.0,198173
7,39.474715,-0.37932,20,1399089600.0,2014,5,3,6,Saturday,125,0,5.6,2.2,310.0,14.5,43.0,1004.0,0.0,1.0,5.254565178087151,5.25484998192553,4.71025260029718,4.7221396731055,5.0,198174
7,39.474715,-0.37932,20,1399093200.0,2014,5,3,7,Saturday,126,0,6.5,2.2,309.0,14.2,44.0,1004.0,0.0,3.0,5.25442931179945,5.2548346285920795,4.71173848439822,4.72511144130758,5.0,198175
7,39.474715,-0.37932,20,1399096800.0,2014,5,3,8,Saturday,127,0,8.2,3.5,314.0,15.0,42.0,1004.0,0.0,3.0,5.25429346188611,5.25493975903614,4.71619613670134,4.73105497771174,7.0,198176
7,39.474715,-0.37932,20,1399100400.0,2014,5,3,9,Saturday,128,0,5.0,1.5,323.0,17.0,37.0,1004.0,0.0,5.0,5.25427813931068,5.255165351484849,4.7221396731055,4.73848439821694,9.0,198177
7,39.474715,-0.37932,20,1399104000.0,2014,5,3,10,Saturday,129,0,1.6,0.3,45.0,19.8,30.0,1004.0,0.0,5.0,5.25426281858167,5.25539091675702,4.72511144130758,4.74739970282318,9.0,198178
7,39.474715,-0.37932,20,1399107600.0,2014,5,3,11,Saturday,130,0,4.5,1.3,149.0,20.6,29.0,1004.0,0.0,7.0,5.2543679961441105,5.25573691501536,4.73105497771174,4.7592867756315,11.0,198179
7,39.474715,-0.37932,20,1399111200.0,2014,5,3,12,Saturday,131,0,5.4,1.8,180.0,21.2,28.0,1004.0,0.0,9.0,5.25459365021989,5.25626355095158,4.73848439821694,4.77711738484398,14.0,198180
7,39.474715,-0.37932,20,1399114800.0,2014,5,3,13,Saturday,132,0,7.3,3.5,139.0,21.5,28.0,1003.0,0.0,9.0,5.25481927710843,5.25709123757904,4.74739970282318,4.80089153046062,19.0,198181
7,39.474715,-0.37932,20,1399118400.0,2014,5,3,14,Saturday,133,0,9.0,4.0,129.0,21.9,27.0,1002.0,0.0,11.0,5.255165351484849,5.257918824521259,4.7592867756315,4.823179791976231,19.0,198182
7,39.474715,-0.37932,20,1399122000.0,2014,5,3,15,Saturday,134,0,9.6,4.9,121.0,21.9,27.0,1002.0,0.0,14.0,5.25569208529093,5.258746311796231,4.77711738484398,4.84992570579495,19.0,198183
7,39.474715,-0.37932,20,1399125600.0,2014,5,3,16,Saturday,135,0,12.8,8.6,134.0,20.4,38.0,1001.0,0.0,19.0,5.25651990604108,5.25957369942197,4.80089153046062,4.87072808320951,19.0,198184
7,39.474715,-0.37932,20,1399129200.0,2014,5,3,17,Saturday,136,0,11.3,7.1,142.0,20.0,39.0,1000.0,0.0,19.0,5.2573476270778094,5.2600999458125095,4.823179791976231,4.8855869242199095,14.0,198185
7,39.474715,-0.37932,20,1399132800.0,2014,5,3,18,Saturday,137,0,11.9,7.5,130.0,19.7,40.0,1000.0,0.0,19.0,5.25817524841915,5.26068633353402,4.84992570579495,4.89598811292719,15.0,198186
7,39.474715,-0.37932,20,1399136400.0,2014,5,3,19,Saturday,138,0,6.7,3.3,145.0,20.0,41.0,1000.0,0.0,19.0,5.259002770083099,5.26139305279634,4.87072808320951,4.903417533432389,17.0,198187
7,39.474715,-0.37932,20,1399140000.0,2014,5,3,20,Saturday,139,0,2.1,0.6,146.0,20.1,40.0,1001.0,0.0,14.0,5.259529114228941,5.262220081868531,4.8855869242199095,4.91233283803863,19.0,198188
7,39.474715,-0.37932,20,1399143600.0,2014,5,3,21,Saturday,140,0,0.9,0.4,115.0,19.3,44.0,1001.0,0.0,15.0,5.26011560693642,5.26298681755252,4.89598811292719,4.92124814264487,18.0,198189
7,39.474715,-0.37932,20,1399147200.0,2014,5,3,22,Saturday,141,0,0.6,0.4,33.0,18.8,46.0,1002.0,0.0,17.0,5.26082244566199,5.26381365113759,4.903417533432389,4.92867756315007,19.0,198190
7,39.474715,-0.37932,20,1399150800.0,2014,5,3,23,Saturday,142,0,0.9,0.2,325.0,18.3,52.0,1002.0,0.0,19.0,5.26164960866948,5.26458019861571,4.91233283803863,4.9331352154531904,18.0,198191
7,39.474715,-0.37932,20,1399154400.0,2014,5,4,0,Sunday,143,0,1.4,0.4,344.0,17.4,61.0,1002.0,0.0,18.0,5.2624164710131796,5.2650457390467,4.92124814264487,4.927191679049031,13.0,198192
7,39.474715,-0.37932,20,1399158000.0,2014,5,4,1,Sunday,144,0,4.2,1.5,322.0,17.3,54.0,1002.0,0.0,19.0,5.26324343847821,5.26539086477704,4.92867756315007,4.92273402674591,11.0,198193
7,39.474715,-0.37932,20,1399161600.0,2014,5,4,2,Sunday,145,0,4.2,1.9,315.0,16.6,43.0,1002.0,0.0,18.0,5.26401011256245,5.26555542183175,4.9331352154531904,4.91976225854383,8.0,198194
7,39.474715,-0.37932,20,1399165200.0,2014,5,4,3,Sunday,146,0,3.9,1.4,316.0,16.2,40.0,1002.0,0.0,13.0,5.264475743348981,5.26578013117516,4.927191679049031,4.92124814264487,9.0,198195
7,39.474715,-0.37932,20,1399168800.0,2014,5,4,4,Sunday,147,0,4.7,1.7,302.0,15.3,42.0,1002.0,0.0,11.0,5.26482094492928,5.26582430806257,4.92273402674591,4.91976225854383,6.0,198196
7,39.474715,-0.37932,20,1399172400.0,2014,5,4,5,Sunday,148,0,6.1,2.8,315.0,15.1,40.0,1002.0,0.0,8.0,5.26498555609052,5.2658083147825,4.91976225854383,4.91827637444279,5.0,198197
7,39.474715,-0.37932,20,1399176000.0,2014,5,4,6,Sunday,149,0,4.1,1.6,319.0,14.7,36.0,1002.0,0.0,9.0,5.26521032677379,5.26579232342678,4.92124814264487,4.91679049034175,5.0,198198
7,39.474715,-0.37932,20,1399179600.0,2014,5,4,7,Sunday,150,0,3.5,0.8,310.0,14.6,37.0,1003.0,0.0,6.0,5.26525454326634,5.2657763339950705,4.91976225854383,4.91381872213967,5.0,198199
7,39.474715,-0.37932,20,1399183200.0,2014,5,4,8,Sunday,151,0,4.2,1.3,322.0,15.2,34.0,1003.0,0.0,5.0,5.26523858234551,5.265640038498559,4.91827637444279,4.90787518573551,3.0,198200
7,39.474715,-0.37932,20,1399186800.0,2014,5,4,9,Sunday,152,0,1.8,0.4,354.0,17.4,31.0,1003.0,0.0,5.0,5.2652226233453705,5.26538345864662,4.91679049034175,4.89895988112927,1.0,198201
7,39.474715,-0.37932,20,1399190400.0,2014,5,4,10,Sunday,153,0,3.2,0.7,101.0,19.5,40.0,1003.0,0.0,5.0,5.265206666265571,5.26512690965957,4.91381872213967,4.89153046062407,1.0,198202
7,39.474715,-0.37932,20,1399194000.0,2014,5,4,11,Sunday,154,0,6.0,2.1,129.0,19.1,52.0,1003.0,0.0,3.0,5.2650703886415595,5.2649906778131905,4.90787518573551,4.8855869242199095,3.0,198203
7,39.474715,-0.37932,20,1399197600.0,2014,5,4,12,Sunday,155,0,8.5,3.7,139.0,19.4,56.0,1003.0,0.0,1.0,5.2648138121879295,5.26491460187635,4.89895988112927,4.87667161961367,4.0,198204
7,39.474715,-0.37932,20,1399201200.0,2014,5,4,13,Sunday,156,0,12.1,8.0,137.0,18.3,62.0,1003.0,0.0,1.0,5.2645572666025,5.2648385350893,4.89153046062407,4.86032689450223,4.0,198205
7,39.474715,-0.37932,20,1399204800.0,2014,5,4,14,Sunday,157,0,13.2,6.3,130.0,18.5,52.0,1002.0,0.0,3.0,5.2644210526315804,5.26476247745039,4.8855869242199095,4.84398216939079,4.0,198206
7,39.474715,-0.37932,20,1399208400.0,2014,5,4,15,Sunday,158,0,13.5,7.1,126.0,18.4,49.0,1002.0,0.0,4.0,5.264345001804401,5.264566171607241,4.87667161961367,4.83060921248143,2.0,198207
7,39.474715,-0.37932,20,1399212000.0,2014,5,4,16,Sunday,159,0,10.3,5.0,125.0,19.0,48.0,1001.0,0.0,4.0,5.2642689601251,5.264309764309759,4.86032689450223,4.818722139673111,1.0,198208
7,39.474715,-0.37932,20,1399215600.0,2014,5,4,17,Sunday,160,0,8.5,3.1,127.0,19.0,62.0,1001.0,0.0,4.0,5.26419292759201,5.26399326639812,4.84398216939079,4.80683506686478,0.0,198209
7,39.474715,-0.37932,20,1399219200.0,2014,5,4,18,Sunday,161,0,6.0,1.4,161.0,19.3,65.0,1001.0,0.0,2.0,5.2639966323892,5.26391727786462,4.83060921248143,4.8038632986627,4.0,198210
7,39.474715,-0.37932,20,1399222800.0,2014,5,4,19,Sunday,162,0,5.3,1.1,143.0,18.4,70.0,1001.0,0.0,1.0,5.2637402285027095,5.26378118425008,4.818722139673111,4.808320950965821,3.0,198211
7,39.474715,-0.37932,20,1399226400.0,2014,5,4,20,Sunday,163,0,6.2,1.7,82.0,16.6,78.0,1002.0,0.0,0.0,5.2634237267753,5.26352488578985,4.80683506686478,4.80089153046062,1.0,198212
7,39.474715,-0.37932,20,1399230000.0,2014,5,4,21,Sunday,164,0,5.9,1.6,79.0,16.0,80.0,1002.0,0.0,4.0,5.26334776334776,5.2635691530925,4.8038632986627,4.79791976225854,6.0,198213
7,39.474715,-0.37932,20,1399233600.0,2014,5,4,22,Sunday,165,0,6.4,2.9,40.0,15.8,81.0,1003.0,0.0,3.0,5.26321168760897,5.2638538285851695,4.808320950965821,4.79791976225854,10.0,198214
7,39.474715,-0.37932,20,1399237200.0,2014,5,4,23,Sunday,166,0,6.5,3.3,35.0,15.1,82.0,1003.0,0.0,1.0,5.262955392569441,5.26419856962558,4.80089153046062,4.80089153046062,11.0,198215
7,39.474715,-0.37932,20,1399240800.0,2014,5,5,0,Monday,167,0,5.0,2.4,30.0,15.1,82.0,1003.0,0.0,6.0,5.26299969942891,5.26460336538462,4.79791976225854,4.80683506686478,12.0,198216
7,39.474715,-0.37932,20,1399244400.0,2014,5,5,1,Monday,168,0,4.3,1.3,32.0,15.2,81.0,1003.0,0.0,10.0,5.2632844433758095,5.26488792740821,4.79791976225854,4.81575037147103,10.0,198217
7,39.474715,-0.37932,20,1399248000.0,2014,5,5,2,Monday,1,0,2.7,0.7,18.0,15.2,79.0,1003.0,0.0,11.0,5.26362926008295,5.26499218843889,4.80089153046062,4.821693907875191,7.0,198218
7,39.474715,-0.37932,20,1399251600.0,2014,5,5,3,Monday,2,0,2.7,0.6,336.0,15.4,77.0,1003.0,0.0,12.0,5.2640341387186,5.2650964369404605,4.80683506686478,4.8276374442793495,7.0,198219
7,39.474715,-0.37932,20,1399255200.0,2014,5,5,4,Monday,3,0,2.2,0.4,321.0,14.7,77.0,1003.0,0.0,10.0,5.2643187691568,5.26526075462629,4.81575037147103,4.83655274888559,8.0,198220
7,39.474715,-0.37932,20,1399258800.0,2014,5,5,5,Monday,4,0,3.5,1.7,324.0,13.8,79.0,1003.0,0.0,7.0,5.26442307692308,5.265364974466809,4.821693907875191,4.84398216939079,7.0,198221
7,39.474715,-0.37932,20,1399262400.0,2014,5,5,6,Monday,5,0,3.4,1.7,328.0,13.2,80.0,1004.0,0.0,7.0,5.26452737215312,5.26558933077015,4.8276374442793495,4.85438335809807,9.0,198222
7,39.474715,-0.37932,20,1399266000.0,2014,5,5,7,Monday,6,0,2.8,1.0,317.0,13.3,79.0,1004.0,0.0,8.0,5.2646917437808,5.2658136601189405,4.83655274888559,4.86032689450223,9.0,198223
7,39.474715,-0.37932,20,1399269600.0,2014,5,5,8,Monday,7,0,4.1,1.5,321.0,13.8,76.0,1004.0,0.0,7.0,5.26479601033467,5.26579769341663,4.84398216939079,4.85884101040119,5.0,198224
7,39.474715,-0.37932,20,1399273200.0,2014,5,5,9,Monday,8,0,3.2,0.8,326.0,16.6,70.0,1004.0,0.0,9.0,5.2650204277817805,5.2660219833023,4.85438335809807,4.86627043090639,9.0,198225
7,39.474715,-0.37932,20,1399276800.0,2014,5,5,10,Monday,9,0,1.8,0.3,222.0,19.2,60.0,1004.0,0.0,9.0,5.26524481826374,5.266246246246251,4.86032689450223,4.86775631500743,9.0,198226
7,39.474715,-0.37932,20,1399280400.0,2014,5,5,11,Monday,10,0,4.3,1.3,128.0,20.2,57.0,1004.0,0.0,5.0,5.26522888381593,5.26653053870638,4.85884101040119,4.87072808320951,10.0,198227
7,39.474715,-0.37932,20,1399284000.0,2014,5,5,12,Monday,11,0,7.3,3.3,142.0,20.3,56.0,1004.0,0.0,9.0,5.2654532348170795,5.2670550084074,4.86627043090639,4.88112927191679,14.0,198228
7,39.474715,-0.37932,20,1399287600.0,2014,5,5,13,Monday,12,0,10.8,6.4,127.0,19.6,59.0,1004.0,0.0,9.0,5.26567755886593,5.26727916891851,4.86775631500743,4.87072808320951,9.0,198229
7,39.474715,-0.37932,20,1399291200.0,2014,5,5,14,Monday,13,0,13.7,8.8,133.0,18.9,64.0,1004.0,0.0,10.0,5.265961919634809,5.26726311997118,4.87072808320951,4.86478454680535,5.0,198230
7,39.474715,-0.37932,20,1399294800.0,2014,5,5,15,Monday,14,0,14.2,8.1,127.0,19.1,63.0,1003.0,0.0,14.0,5.266486486486491,5.26712698889222,4.88112927191679,4.86775631500743,3.0,198231
7,39.474715,-0.37932,20,1399298400.0,2014,5,5,16,Monday,15,0,13.9,6.9,134.0,19.2,67.0,1003.0,0.0,9.0,5.26671070806558,5.2670509125840494,4.87072808320951,4.87072808320951,4.0,198232
7,39.474715,-0.37932,20,1399302000.0,2014,5,5,17,Monday,16,0,13.3,8.2,136.0,18.7,66.0,1003.0,0.0,5.0,5.26669469132837,5.267034880230531,4.86478454680535,4.87518573551263,5.0,198233
7,39.474715,-0.37932,20,1399305600.0,2014,5,5,18,Monday,17,0,9.9,4.4,135.0,18.6,66.0,1003.0,0.0,3.0,5.26655857803399,5.2669588185856595,4.86775631500743,4.87369985141159,4.0,198234
7,39.474715,-0.37932,20,1399309200.0,2014,5,5,19,Monday,18,0,8.1,3.0,140.0,18.0,71.0,1003.0,0.0,4.0,5.26648252672031,5.2670628489105,4.87072808320951,4.87815750371471,7.0,198235
7,39.474715,-0.37932,20,1399312800.0,2014,5,5,20,Monday,19,0,5.5,1.2,167.0,17.2,75.0,1004.0,0.0,5.0,5.2664665265686,5.26704681872749,4.87518573551263,4.87815750371471,5.0,198236
7,39.474715,-0.37932,20,1399316400.0,2014,5,5,21,Monday,20,0,5.1,1.2,133.0,16.7,76.0,1004.0,0.0,4.0,5.26639048991354,5.2670908108757,4.87369985141159,4.8870728083209505,6.0,198237
7,39.474715,-0.37932,20,1399320000.0,2014,5,5,22,Monday,21,0,4.6,1.0,96.0,16.4,77.0,1005.0,0.0,7.0,5.2664945668487695,5.26689473052455,4.87815750371471,4.88855869242199,2.0,198238
7,39.474715,-0.37932,20,1399323600.0,2014,5,5,23,Monday,22,0,3.9,1.2,68.0,16.2,77.0,1005.0,0.0,5.0,5.26647856885581,5.26657864730241,4.87815750371471,4.8855869242199095,0.0,198239
7,39.474715,-0.37932,20,1399327200.0,2014,5,6,0,Tuesday,23,0,1.7,0.3,2.0,15.9,78.0,1005.0,0.0,6.0,5.266522600396179,5.266262602016321,4.8870728083209505,4.8855869242199095,0.0,198240
